OBJECTID;Join_Count;TARGET_FID;fid_1;fid_12;ID_ebm;photo;date_suivi;position;obstruct_c;prov_bm;longueur;largeur;hauteur;Volume;Volume_Formule;densite;comp_tronc;comp_branc;comp_racin;secteur;uuid;Complexe;hauteur_2;longueur_2;largeur_2;Equipe;Nb_boites;hauteur_3;longueur_3;largeur_3;hauteur_4;longueur_4;largeur_4;hauteur_5;longueur_5;largeur_5;Typologie;Commentair;Commenta_1;Commenta_2;Commenta_3;largeur_A;largeur_B;largeur_C;largeur_D;largeur_E;largeur_F;largeur_2_;largeur__1;largeur__2;largeur__3;largeur__4;largeur__5;largeur_3_;largeur__6;largeur__7;largeur__8;largeur__9;largeur_10;largeur_4_;largeur_11;largeur_12;largeur_13;largeur_14;largeur_15;largeur_5_;largeur_16;largeur_17;largeur_18;largeur_19;largeur_20;layer;path;Id;Input_FID;Id_1;ORIG_FID;Id_12;lenght;type;annee;troncon;Distance
171;1;170;;;;;2023/08/01 14:36:27.502;"{""Pl""}";2;D;6.6;4;1.5;39.6;#VALEUR!;2;50;45;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;8806;cp;2016;5;5000
172;1;171;;;;;2023/08/01 14:40:59.392;"{""Ch""}";1;P;17.6;2;1;35.2;#VALEUR!;1;85;5;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;8806;cp;2016;5;5000
173;1;172;;;;;2023/08/01 14:51:42.515;"{""Ch""}";20;P;14;3;2;84;84;2;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;8806;cp;2016;5;6000
174;1;173;;;;;2023/08/01 14:56:21.066;"{""Bc""}";5;M;83;10;2.2;1826;#VALEUR!;2;70;25;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;8806;cp;2016;5;6000
175;1;174;;;;;2023/08/01 15:04:28.865;"{""Bc""}";10;D;26.5;5;1.7;225.25;#VALEUR!;2;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;8806;cp;2016;5;6000
176;1;175;;;;;2023/08/01 15:07:29.633;"{""Bc""}";5;M;26.7;16;3;1281.6;#VALEUR!;3;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;8806;cp;2016;5;6000
177;1;176;;;;;2023/08/01 15:12:01.685;"{""Bc""}";10;M;228;10;3;6840;6840;2;60;25;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;8806;cp;2016;5;6000
178;1;177;;;;;2023/08/01 15:30:54.313;"{""Bc""}";10;M;54.8;9;1;493.2;#VALEUR!;2;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;8806;cp;2016;5;6500
179;1;178;;;;;2023/08/01 15:33:47.884;"{""Bc""}";10;D;102.8;14.7;1.5;2266.74;#VALEUR!;2;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;8806;cp;2016;5;6500
180;1;179;;;;;2023/08/01 15:39:37.941;"{""Bc""}";5;M;34.4;6;1;206.4;#VALEUR!;2;40;50;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;8806;cp;2016;5;6500
181;1;180;;;;;2023/08/01 15:43:21.394;"{""Pl""}";1;D;27.2;5;1;136;#VALEUR!;2;75;20;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;8806;cp;2016;5;6500
182;1;181;;;;;2023/08/01 15:45:41.043;"{""Bc""}";5;D;28;3;1.7;142.8;#VALEUR!;3;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;8806;cp;2016;5;6500
183;1;182;;;;;2023/08/02 09:53:58.448;"{""Ch""}";8;M;11;2;0.6;13.2;#VALEUR!;1;60;40;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;8806;cp;2016;5;6500
184;1;183;;;;;2023/08/02 10:00:30.082;"{""Ch""}";2;P;13.5;2.5;1.2;40.5;#VALEUR!;1;70;25;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;8806;cp;2016;5;6000
185;1;184;;;;;2023/08/02 10:04:06.750;"{""Ch""}";5;P;12;1.5;1.5;27;#VALEUR!;1;70;15;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;8806;cp;2016;5;7000
186;1;185;;;;;2023/08/02 10:10:01.827;"{""Ch""}";2;D;5;9.7;0.5;24.25;#VALEUR!;1;95;5;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;8806;cp;2016;5;7000
187;1;186;;;;;2023/08/02 10:13:26.878;"{""Pl""}";2;M;25;10;3;750;750;2;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;8806;cp;2016;5;7000
188;1;187;;;;;2023/08/02 10:23:17.658;"{""Bc""}";3;D;1.9;5.5;0.8;8.36;#VALEUR!;3;40;60;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;8806;cp;2016;5;7000
189;1;188;;;;;2023/08/02 10:35:27.302;"{""Pl""}";3;M;9.7;1.5;1.1;16.005;#VALEUR!;3;50;50;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;8806;cp;2016;5;7500
190;1;189;;;;;2023/08/02 10:45:43.856;"{""Bc""}";1;M;5.5;9.7;1.6;85.36;#VALEUR!;2;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;8806;cp;2016;5;7500
191;1;190;;;;;2023/08/02 10:49:46.294;"{""Ch""}";3;D;4;10.2;0.7;28.56;#VALEUR!;3;40;60;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;8806;cp;2016;5;7500
192;1;191;;;;;2023/08/02 10:59:31.487;"{""Ch""}";1;M;10.4;7.2;2.6;194.688;#VALEUR!;3;40;40;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;8806;cp;2016;5;8000
193;1;192;;;;;2023/08/02 11:02:47.277;"{""Pl""}";;D;7.2;2.5;1;18;#VALEUR!;2;30;40;30;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;8806;cp;2016;5;8000
194;1;193;;;;;2023/08/02 11:08:43.833;"{""Ch""}";5;M;10;3;1.5;45;#VALEUR!;1;45;45;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;8806;cp;2016;5;8000
195;1;194;;;;;2023/08/02 11:17:30.623;"{""Pl""}";2;M;3;16;1.6;76.8;#VALEUR!;2;30;65;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;8806;cp;2016;5;8000
196;1;195;;;;;2023/08/02 11:21:33.438;"{""Pl""}";2;M;19;4;2;152;152;2;55;40;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;8806;cp;2016;5;8000
197;1;196;;;;;2023/08/02 11:39:06.559;"{""Bc""}";3;M;45.2;28;2.5;3164;#VALEUR!;3;80;15;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
198;1;197;;;;;2023/08/02 11:45:10.376;"{""Bc""}";10;M;56;21;2.3;2704.8;#VALEUR!;3;55;40;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
199;1;198;;;;;2023/08/02 12:28:02.994;"{""Ch""}";5;M;22.4;2;1.5;67.2;#VALEUR!;2;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
200;1;199;;;;;2023/08/02 12:37:24.661;"{""Bc""}";30;M;44.1;20.6;2.1;1907.766;#VALEUR!;3;80;10;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
201;1;200;;;;;2023/08/02 12:43:23.466;"{""Ch""}";5;M;15;2;2;60;60;2;75;15;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
202;1;201;;;;;2023/08/02 12:45:30.659;"{""Ch""}";5;D;24.3;2.5;2;121.5;#VALEUR!;2;60;10;30;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
203;1;202;;;;;2023/08/02 12:48:10.630;"{""Bc""}";2;D;21.3;2;0.3;12.78;#VALEUR!;1;90;8;2;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
204;1;203;;;;;2023/08/02 12:50:52.797;"{""Ch""}";2;P;13;1.5;1.7;33.15;#VALEUR!;1;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
205;1;204;;;;;2023/08/02 12:54:59.974;"{""Bc""}";2;M;18.4;2.5;0.8;36.8;#VALEUR!;1;60;10;30;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
206;1;205;;;;;2023/08/02 13:09:42.855;"{""Bc""}";10;M;28;8;2;448;448;3;50;20;30;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
207;1;206;;;;;2023/08/02 13:12:39.643;"{""Bc""}";1;D;9.8;1.6;0.6;9.408;#VALEUR!;1;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
208;1;207;;;;;2023/08/02 13:15:11.202;"{""Bc""}";5;M;22.2;169;0.8;3001.44;#VALEUR!;1;70;25;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
209;1;208;;;;;2023/08/02 13:18:16.620;"{""Bc""}";2;M;21.1;8.8;1;185.68;#VALEUR!;2;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
210;1;209;;;;;2023/08/02 13:21:07.240;"{""Bc""}";5;M;16.5;18.7;1;308.55;#VALEUR!;1;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
211;1;210;;;;;2023/08/02 13:24:20.401;"{""Bc""}";5;M;24.6;7.6;1;186.96;#VALEUR!;1;70;25;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
212;1;211;;;;;2023/08/02 13:27:12.492;"{""Bc""}";5;M;30;17.2;1;516;#VALEUR!;1;75;15;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
213;1;212;;;;;2023/08/02 13:30:19.340;"{""Bc""}";2;M;54.6;4;0.8;174.72;#VALEUR!;1;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
214;1;213;;;;;2023/08/02 13:34:00.949;"{""Bc""}";15;M;10;18.6;0.8;148.8;#VALEUR!;1;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
215;1;214;;;;;2023/08/02 13:36:17.146;"{""Bc""}";5;D;12.7;3.4;1.3;56.134;#VALEUR!;3;85;10;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
216;1;215;;;;;2023/08/02 13:39:24.032;"{""Bc""}";5;M;19.4;8.2;1.5;238.62;#VALEUR!;2;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
217;1;216;;;;;2023/08/02 13:43:14.728;"{""Bc""}";5;M;8;4;1.4;44.8;#VALEUR!;1;90;5;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
218;1;217;;;;;2023/08/02 13:46:06.560;"{""Bc""}";2;M;11.7;2.3;1.3;34.983;#VALEUR!;1;40;30;30;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
219;1;218;;;;;2023/08/02 13:49:33.252;"{""Bc""}";20;M;11;16;1.7;299.2;#VALEUR!;2;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
220;1;219;;;;;2023/08/02 13:53:06.845;"{""Bc""}";20;M;58;21.8;1.6;2023.04;#VALEUR!;2;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
221;1;220;;;;;2023/08/02 13:58:21.304;"{""Bc""}";5;D;20;11;2.5;550;#VALEUR!;3;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
222;1;221;;;;;2023/08/02 14:01:19.704;"{""Bc""}";2;M;25.8;11;3;851.4;#VALEUR!;1;90;8;2;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
223;1;222;;;;;2023/08/02 14:09:17.593;"{""Bc""}";2;M;25.6;4.8;1.3;159.744;#VALEUR!;2;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
224;1;223;;;;;2023/08/02 14:12:54.641;"{""Bc""}";2;M;32;3.4;1.3;141.44;#VALEUR!;1;50;30;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
225;1;224;;;;;2023/08/02 14:31:44.267;"{""Bc""}";25;M;19.9;26.7;1.5;796.995;#VALEUR!;3;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
226;1;225;;;;;2023/08/02 14:35:25.650;"{""Bc""}";20;M;29;19.5;1.8;1017.9;#VALEUR!;2;50;40;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
227;1;226;;;;;2023/08/02 14:39:39.879;"{""Bc""}";5;M;25.5;13.6;2;693.6;#VALEUR!;2;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
228;1;227;;;;;2023/08/02 14:41:48.174;"{""Bc""}";5;D;24;10.9;1.7;444.72;#VALEUR!;2;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
229;1;228;;;;;2023/08/02 14:45:27.779;"{""Bc""}";2;D;20.5;3.8;0.4;31.16;#VALEUR!;1;90;5;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
230;1;229;;;;;2023/08/02 14:48:15.467;"{""Bc""}";2;M;23.7;3;0.7;49.77;#VALEUR!;2;90;5;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
231;1;230;;;;;2023/08/02 14:51:11.465;"{""Bc""}";2;P;21.8;4;1;87.2;#VALEUR!;1;85;10;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
232;1;231;;;;;2023/08/02 14:54:36.960;"{""Bc""}";15;M;7.9;44.2;2.5;872.95;#VALEUR!;3;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
233;1;232;;;;;2023/08/02 14:58:00.020;"{""Bc""}";1;D;10.8;2.2;1.7;40.392;#VALEUR!;1;95;5;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
234;1;233;;;;;2023/08/02 15:02:50.817;"{""Bc""}";20;M;30;18.3;1.8;988.2;#VALEUR!;3;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
235;1;234;;;;;2023/08/02 15:06:21.640;"{""Bc""}";1;D;14.2;3.4;0.6;28.968;#VALEUR!;1;60;35;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
236;1;235;;;;;2023/08/02 15:08:32.284;"{""Bc""}";20;M;58;20.5;3.2;3804.8;#VALEUR!;3;70;15;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
237;1;236;;;;;2023/08/02 15:13:57.910;"{""Bc""}";5;M;22.6;11.9;1.3;349.622;#VALEUR!;2;70;25;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
238;1;237;;;;;2023/08/02 15:16:41.634;"{""Bc""}";10;D;28;14;2.4;940.8;#VALEUR!;2;70;15;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
239;1;238;;;;;2023/08/02 15:20:01.966;"{""Bc""}";5;D;8.8;14;1;123.2;#VALEUR!;2;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
240;1;239;;;;;2023/08/02 15:23:02.356;"{""Bc""}";10;D;10.4;2;0.3;6.24;#VALEUR!;2;60;35;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
241;1;240;;;;;2023/08/03 09:45:37.627;"{""Bc""}";15;M;22;42;1.5;1386;#VALEUR!;2;35;55;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
242;1;241;;;;;2023/08/03 09:51:40.143;"{""Bc""}";1;M;10;3;0.8;24;#VALEUR!;2;75;25;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
243;1;242;;;;;2023/08/03 09:54:07.503;"{""Bc""}";5;M;13.3;2.5;0.6;19.95;#VALEUR!;1;85;10;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
244;1;243;;;;;2023/08/03 09:56:14.584;"{""Bc""}";5;M;2.5;17.5;0.6;26.25;#VALEUR!;2;30;50;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
245;1;244;;;;;2023/08/03 09:59:58.536;"{""Bc""}";5;M;3;5.3;1.5;23.85;#VALEUR!;3;50;50;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
246;1;245;;;;;2023/08/03 10:05:09.080;"{""Bc""}";30;M;48;42.5;3;6120;#VALEUR!;3;60;30;10;"{""RG"".""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
247;1;246;;;;;2023/08/03 10:15:19.621;"{""Bc""}";1;M;10.7;3;1.3;41.73;#VALEUR!;1;40;50;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
248;1;247;;;;;2023/08/03 10:19:23.168;"{""Bc""}";5;M;9.2;20;0.8;147.2;#VALEUR!;2;55;35;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
249;1;248;;;;;2023/08/03 10:23:47.141;"{""Bc""}";10;M;21.6;9;1;194.4;#VALEUR!;2;60;35;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
250;1;249;;;;;2023/08/03 10:27:27.322;"{""Bc""}";10;M;12.5;20;1.4;350;#VALEUR!;3;65;10;25;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
251;1;250;;;;;2023/08/03 10:30:22.625;"{""Bc""}";20;M;62;33;1.6;3273.6;#VALEUR!;3;60;35;5;"{""RG"".""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
252;1;251;;;;;2023/08/03 10:34:57.060;"{""Bc""}";2;M;5;9.5;1;47.5;#VALEUR!;2;65;20;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
253;1;252;;;;;2023/08/03 13:10:50.183;"{""Ch""}";5;M;28.7;7.7;2;441.98;#VALEUR!;2;40;50;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;;;;8806;cp;2016;5;20000
254;1;253;;;;;2023/08/03 13:18:23.379;"{""Ch""}";1;M;11.8;2;1.3;30.68;#VALEUR!;1;60;15;25;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;;;;8806;cp;2016;5;20000
255;1;254;;;;;2023/08/03 13:33:52.436;"{""Ch""}";5;P;17.2;4.5;0.8;61.92;#VALEUR!;2;40;55;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41;;;;8806;cp;2016;5;21000
256;1;255;;;;;2023/08/03 13:42:19.247;"{""Ch""}";1;M;28;2.2;1.8;110.88;#VALEUR!;2;30;10;60;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;;;;8806;cp;2016;5;21500
257;1;256;;;;;2023/08/03 13:46:52.287;"{""Ch""}";2;P;13.4;1.9;0.3;7.638;#VALEUR!;1;90;1;9;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;;;;8806;cp;2016;5;21500
258;1;257;;;;;2023/08/03 13:49:42.153;"{""Ch""}";5;M;15.4;3.4;1.1;57.596;#VALEUR!;2;50;40;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;;;;8806;cp;2016;5;21500
259;1;258;;;;;2023/08/03 13:54:27.021;"{""Ch""}";1;M;12;1.5;1;18;#VALEUR!;1;80;20;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;;;;8806;cp;2016;5;21500
260;1;259;;;;;2023/08/03 13:57:09.693;"{""Ch""}";2;P;8.5;2.6;1;22.1;#VALEUR!;1;80;20;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;;;;8806;cp;2016;5;21500
261;1;260;;;;;2023/08/03 13:59:19.393;"{""Ch""}";2;M;10.7;2.2;1.8;42.372;#VALEUR!;1;95;5;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;;;;8806;cp;2016;5;21500
