OBJECTID;Join_Count;TARGET_FID;fid_1;fid_12;ID_ebm;photo;date_suivi;position;obstruct_c;prov_bm;Volume;Volume_Formule;longueur;largeur;hauteur;densite;comp_tronc;comp_branc;comp_racin;secteur;uuid;Complexe;hauteur_2;longueur_2;largeur_2;Equipe;Nb_boites;hauteur_3;longueur_3;largeur_3;hauteur_4;longueur_4;largeur_4;hauteur_5;longueur_5;largeur_5;Typologie;Commentair;Commenta_1;Commenta_2;Commenta_3;largeur_A;largeur_B;largeur_C;largeur_D;largeur_E;largeur_F;largeur_2_;largeur__1;largeur__2;largeur__3;largeur__4;largeur__5;largeur_3_;largeur__6;largeur__7;largeur__8;largeur__9;largeur_10;largeur_4_;largeur_11;largeur_12;largeur_13;largeur_14;largeur_15;largeur_5_;largeur_16;largeur_17;largeur_18;largeur_19;largeur_20;layer;path;Id;Input_FID;Id_1;ORIG_FID;Id_12;lenght;type;annee;troncon;Distance
168;1;167;;;;;2022/07/19 18:08:07.000;"{""Ch""}";1;D;101.541;#VALEUR!;18.1;5.1;1.1;2;85;15;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
169;1;168;;;;;2022/07/19 18:09:57.000;"{""Ch""}";50;P;471.585;#VALEUR!;21.1;14.9;1.5;1;60;35;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
170;1;169;;;;;2022/07/19 18:12:20.000;"{""Ch""}";3;P;42.129;#VALEUR!;15.1;3.1;0.9;1;75;20;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
171;1;170;;;;;2022/07/19 18:14:25.000;"{""Ch""}";3;P;10.29;#VALEUR!;9.8;2.1;0.5;1;75;5;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;;8806;cp;2016;5;29500
172;1;171;;;;;2022/07/19 18:16:19.000;"{""Ch""}";3;P;23.958;#VALEUR!;12.1;2.2;0.9;1;85;5;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;;8806;cp;2016;5;29500
173;1;172;;;;;2022/07/20 08:09:04.000;"{""Ch""}";8;M;31.25;#VALEUR!;12.5;2.5;1;1;80;15;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;;8806;cp;2016;5;29500
174;1;173;;;;;2022/07/20 08:21:04.000;"{""Ch""}";1;D;5.335;#VALEUR!;9.7;1.1;0.5;1;95;5;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;;8806;cp;2016;5;29500
175;1;174;;;;;2022/07/20 08:22:46.000;"{""Ch""}";1;D;16.2;#VALEUR!;13.5;1.5;0.8;1;90;10;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;;8806;cp;2016;5;29500
176;1;175;;;;;2022/07/20 08:25:11.000;"{""Ch""}";3;P;11.232;#VALEUR!;10.4;1.2;0.9;1;80;5;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;;8806;cp;2016;5;29500
177;1;176;;;;;2022/07/20 08:26:13.000;"{""Ch""}";1;M;24;#VALEUR!;6.4;2.5;1.5;2;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;;8806;cp;2016;5;29500
178;1;177;;;;;2022/07/20 08:27:32.000;"{""Ch""}";1;D;13.05;#VALEUR!;8.7;1.5;1;1;90;10;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;;8806;cp;2016;5;29500
179;1;178;;;;;2022/07/20 08:28:47.000;"{""Ch""}";1;M;10.4;#VALEUR!;6.5;2;0.8;1;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;;8806;cp;2016;5;29500
180;1;179;;;;;2022/07/20 08:30:15.000;"{""Ch""}";1;D;4.4;#VALEUR!;8.8;1;0.5;1;95;5;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;;8806;cp;2016;5;29500
181;1;180;;;;;2022/07/20 08:32:05.000;"{""Ch""}";1;M;17.325;#VALEUR!;7.5;2.1;1.1;3;70;25;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;;8806;cp;2016;5;29500
182;1;181;;;;;2022/07/20 08:33:53.000;"{""Ch""}";3;D;72.24;#VALEUR!;17.2;3.5;1.2;1;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;;8806;cp;2016;5;29500
183;1;182;;;;;2022/07/20 08:37:18.000;"{""Ch""}";1;M;20.608;#VALEUR!;6.4;2.3;1.4;1;75;10;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;;8806;cp;2016;5;29500
184;1;183;;;;;2022/07/20 08:41:04.000;"{""Ch""}";1;D;22.77;#VALEUR!;11.5;1.8;1.1;1;90;;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
185;1;184;;;;;2022/07/20 08:43:03.000;"{""Ch""}";2;M;89.46;#VALEUR!;14.2;3.5;1.8;2;55;35;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
186;1;185;;;;;2022/07/20 08:45:36.000;"{""Pl""}";;M;32.13;#VALEUR!;15.3;2.1;1;1;80;15;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
187;1;186;;;;;2022/07/20 08:48:11.000;"{""Ch""}";;D;23.616;#VALEUR!;12.3;2.4;0.8;1;95;5;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
188;1;187;;;;;2022/07/20 08:49:58.000;"{""Ch""}";1;M;126.208;#VALEUR!;12.8;5.8;1.7;2;60;35;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
189;1;188;;;;;2022/07/20 08:51:55.000;"{""Ch""}";2;M;19.488;#VALEUR!;8.7;2.8;0.8;1;55;45;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
190;1;189;;;;;2022/07/20 08:54:21.000;"{""Pl""}";;M;393.96;#VALEUR!;24.5;6.7;2.4;3;75;20;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
191;1;190;;;;;2022/07/20 08:56:02.000;"{""Ch""}";5;M;1522.78;#VALEUR!;36.5;14.9;2.8;3;65;30;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
192;1;191;;;;;2022/07/20 08:58:05.000;"{""Ch""}";5;D;103.02;#VALEUR!;20.2;3.4;1.5;3;50;50;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
193;1;192;;;;;2022/07/20 09:09:02.000;"{""Ch""}";3;D;63.665;#VALEUR!;10.7;3.5;1.7;3;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
194;1;193;;;;;2022/07/20 09:11:08.000;"{""Pl""}";;M;60.639;#VALEUR!;8.7;4.1;1.7;1;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
195;1;194;;;;;2022/07/20 09:14:11.000;"{""Ch""}";8;M;20.904;#VALEUR!;6.7;2.4;1.3;1;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
196;1;195;;;;;2022/07/20 09:15:38.000;"{""Ch""}";5;P;46.575;#VALEUR!;13.5;2.3;1.5;2;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
197;1;196;;;;;2022/07/20 09:18:09.000;"{""Pl""}";;D;92.988;#VALEUR!;10.8;4.1;2.1;2;90;5;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
198;1;197;;;;;2022/07/20 09:19:11.000;"{""Ch""}";15;P;418.77;#VALEUR!;51.7;4.5;1.8;1;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
199;1;198;;;;;2022/07/20 09:21:36.000;"{""Pl""}";;D;544.375;#VALEUR!;33.5;6.5;2.5;2;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
200;1;199;;;;;2022/07/20 09:25:01.000;"{""Ch""}";;D;10.05;#VALEUR!;6.7;1.5;1;1;90;10;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
201;1;200;;;;;2022/07/20 09:26:22.000;"{""Pl""}";;M;108.63;#VALEUR!;21.3;3.4;1.5;1;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
202;1;201;;;;;2022/07/20 09:28:35.000;"{""Ch""}";15;M;256.368;#VALEUR!;32.7;5.6;1.4;1;70;15;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
203;1;202;;;;;2022/07/20 09:31:18.000;"{""Ch""}";4;D;9.68;#VALEUR!;12.1;1;0.8;1;90;;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
204;1;203;;;;;2022/07/20 09:32:20.000;"{""Ch""}";1;D;3.55;#VALEUR!;7.1;1;0.5;1;90;10;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;8806;cp;2016;5;30500
205;1;204;;;;;2022/07/20 09:35:15.000;"{""Pl""}";1;M;24.108;#VALEUR!;8.2;2.1;1.4;1;95;5;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;8806;cp;2016;5;30500
206;1;205;;;;;2022/07/20 09:39:08.000;"{""Ch""}";10;P;91.698;#VALEUR!;17.4;3.1;1.7;1;50;25;25;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
207;1;206;;;;;2022/07/20 09:40:26.000;"{""Ch""}";3;P;78.156;#VALEUR!;16.7;2.6;1.8;1;60;30;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
208;1;207;;;;;2022/07/20 09:45:01.000;"{""Ch""}";10;P;103.95;#VALEUR!;16.5;4.2;1.5;1;70;20;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;8806;cp;2016;5;30500
209;1;208;;;;;2022/07/20 09:47:52.000;"{""Ch""}";5;P;92.16;#VALEUR!;24;2.4;1.6;1;80;20;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;8806;cp;2016;5;30500
210;1;209;;;;;2022/07/20 09:50:10.000;"{""Ch""}";5;M;19.2;#VALEUR!;6.4;2;1.5;1;70;10;20;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;8806;cp;2016;5;30500
211;1;210;;;;;2022/07/20 09:52:02.000;"{""Ch""}";5;D;24.3;#VALEUR!;13.5;1.8;1;2;40;60;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;8806;cp;2016;5;30500
212;1;211;;;;;2022/07/20 09:54:26.000;"{""Ch""}";5;D;115.36;#VALEUR!;41.2;3.5;0.8;1;30;60;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;8806;cp;2016;5;30500
213;1;212;;;;;2022/07/20 09:57:02.000;"{""Ch""}";15;M;990.47;#VALEUR!;40.1;6.5;3.8;3;80;10;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;8806;cp;2016;5;30500
214;1;213;;;;;2022/07/20 10:01:29.000;"{""Bc""}";;P;12.15;#VALEUR!;8.1;1.5;1;1;80;5;15;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;8806;cp;2016;5;30500
215;1;214;;;;;2022/07/20 10:02:44.000;"{""Pl""}";;P;11.96;#VALEUR!;4.6;2;1.3;1;70;15;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;;;;8806;cp;2016;5;31000
216;1;215;;;;;2022/07/20 10:05:45.000;"{""Ch""}";10;M;20.4;#VALEUR!;8.5;2;1.2;1;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;;;;8806;cp;2016;5;31000
217;1;216;;;;;2022/07/20 10:09:07.000;"{""Ch""}";5;P;11.7;#VALEUR!;6.5;1.5;1.2;1;60;30;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;;;;8806;cp;2016;5;31000
218;1;217;;;;;2022/07/20 10:11:59.000;"{""Pl""}";;M;11.193;#VALEUR!;4.1;2.1;1.3;1;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;;;;8806;cp;2016;5;31500
219;1;218;;;;;2022/07/20 10:13:35.000;"{""Ch""}";3;M;42.75;#VALEUR!;9.5;2.5;1.8;1;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;;;;8806;cp;2016;5;31500
220;1;219;;;;;2022/07/20 10:19:22.000;"{""Ch""}";5;P;400.95;#VALEUR!;19.8;8.1;2.5;2;45;40;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;;;;8806;cp;2016;5;31500
221;1;220;;;;;2022/07/20 10:23:32.000;"{""Ch""}";5;M;83.98;#VALEUR!;24.7;3.4;1;1;70;25;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;;;;8806;cp;2016;5;31500
222;1;221;;;;;2022/07/20 10:26:25.000;"{""Ch""}";2;M;93.184;#VALEUR!;25.6;2.6;1.4;1;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
223;1;222;;;;;2022/07/20 10:29:56.000;"{""Pl""}";;D;174.08;#VALEUR!;13.6;3.2;4;1;95;;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
224;1;223;;;;;2022/07/20 10:31:59.000;"{""Pl""}";;M;146.3;#VALEUR!;41.8;3.5;1;2;75;20;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
225;1;224;;;;;2022/07/20 10:34:28.000;"{""Pl""}";;D;25.296;#VALEUR!;10.2;3.1;0.8;1;75;20;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
226;1;225;;;;;2022/07/20 10:36:43.000;"{""Pl""}";;D;13.2;#VALEUR!;13.2;2;0.5;1;95;5;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
227;1;226;;;;;2022/07/20 10:38:30.000;"{""Pl""}";;M;29.4;#VALEUR!;19.6;1.5;1;1;80;15;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
228;1;227;;;;;2022/07/20 10:41:24.000;"{""Ch""}";5;M;858;#VALEUR!;57.2;5;3;3;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
229;1;228;;;;;2022/07/20 10:45:10.000;"{""Pl""}";;D;982.8;#VALEUR!;37.8;10.4;2.5;3;80;15;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
230;1;229;;;;;2022/07/20 10:47:32.000;"{""Ch""}";2;P;109.593;#VALEUR!;29.7;4.1;0.9;1;80;5;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
231;1;230;;;;;2022/07/20 10:49:24.000;"{""Pl""}";5;M;566.456;#VALEUR!;31.4;8.2;2.2;3;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
232;1;231;;;;;2022/07/20 10:52:01.000;"{""Ch""}";;D;27.776;#VALEUR!;22.4;3.1;0.4;1;80;10;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
233;1;232;;;;;2022/07/20 10:53:59.000;"{""Pl""}";;D;24.48;#VALEUR!;8.5;3.6;0.8;2;90;10;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
234;1;233;;;;;2022/07/20 10:55:37.000;"{""Ch""}";;D;56.1;#VALEUR!;10.2;5.5;1;1;85;15;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
235;1;234;;;;;2022/07/20 10:57:56.000;"{""Ch""}";1;D;25.2;#VALEUR!;7.2;3.5;1;1;95;;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
236;1;235;;;;;2022/07/20 11:37:22.000;"{""Ch""}";3;M;99.75;#VALEUR!;17.5;3;1.9;1;70;15;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
237;1;236;;;;;2022/07/20 11:39:46.000;"{""Ch""}";30;D;0.675;#VALEUR!;0.3;2.5;0.9;1;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
238;1;237;;;;;2022/07/20 11:41:40.000;"{""Ch""}";1;M;19.8;#VALEUR!;11;1.2;1.5;1;90;10;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
239;1;238;;;;;2022/07/20 11:43:57.000;"{""Ch""}";1;P;18.36;#VALEUR!;10.8;1.7;1;1;70;15;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
240;1;239;;;;;2022/07/20 11:46:25.000;"{""Ch""}";1;D;3.41;#VALEUR!;6.2;1.1;0.5;1;100;;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
241;1;240;;;;;2022/07/20 11:51:39.000;"{""Pl""}";;D;26.208;#VALEUR!;12.6;2.6;0.8;1;100;;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
242;1;241;;;;;2022/07/20 11:54:17.000;"{""Pl""}";;M;54.72;#VALEUR!;15.2;3;1.2;1;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
243;1;242;;;;;2022/07/20 11:55:49.000;"{""Pl""}";;D;13.6;#VALEUR!;8.5;2;0.8;2;100;;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
244;1;243;;;;;2022/07/20 11:57:24.000;"{""Pl""}";;D;8.5;#VALEUR!;6.8;2.5;0.5;1;100;;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
245;1;244;;;;;2022/07/20 11:58:44.000;"{""Ch""}";3;D;10.5;#VALEUR!;10.5;2;0.5;1;90;10;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
246;1;245;;;;;2022/07/20 12:00:53.000;"{""Pl""}";;D;67.5;#VALEUR!;15;4.5;1;1;90;10;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
247;1;246;;;;;2022/07/20 12:02:10.000;"{""Ch""}";3;D;29.45;#VALEUR!;9.5;3.1;1;2;90;10;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
248;1;247;;;;;2022/07/20 12:04:10.000;"{""Pl""}";;D;51.051;#VALEUR!;11.9;3.9;1.1;1;100;;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
249;1;248;;;;;2022/07/20 12:05:28.000;"{""Ch""}";3;D;34.88;#VALEUR!;21.8;2;0.8;1;85;15;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
250;1;249;;;;;2022/07/20 12:07:02.000;"{""Pl""}";;M;138.65;#VALEUR!;23.5;5.9;1;1;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
251;1;250;;;;;2022/07/20 12:09:29.000;"{""Pl""}";;D;5.3;#VALEUR!;5.3;2;0.5;1;100;;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
252;1;251;;;;;2022/07/20 12:10:54.000;"{""Pl""}";;D;88.608;#VALEUR!;14.2;3.9;1.6;1;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
253;1;252;;;;;2022/07/20 12:13:11.000;"{""Pl""}";;D;24.85;#VALEUR!;7.1;3.5;1;1;100;;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
254;1;253;;;;;2022/07/20 12:15:03.000;"{""Pl""}";;D;5.1;#VALEUR!;10.2;1;0.5;1;100;;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
255;1;254;;;;;2022/07/20 12:16:53.000;"{""Pl""}";;D;92.25;#VALEUR!;12.3;7.5;1;1;50;50;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
256;1;255;;;;;2022/07/20 12:18:32.000;"{""Ch""}";1;D;5.576;#VALEUR!;4.1;1.7;0.8;1;60;40;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
257;1;256;;;;;2022/07/20 12:20:24.000;"{""Ch""}";5;M;514.25;#VALEUR!;55;5.5;1.7;2;50;40;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
